START,Waterford,50,3,8,WAYPOINT,R675,80,10,9,DEST,Tramore
START,Waterford,50,3,8,WAYPOINT,Outer_Ring_Road,50,2,2,WAYPOINT,R710_Right,80,4,2,WAYPOINT,R675,80,10,9,DEST,Tramore
START,Waterford,50,2,8,WAYPOINT,R680,50,1,2,WAYPOINT,Ballybeg_Drive,50,2,2,WAYPOINT,R710_Left,80,4,2,WAYPOINT,R675,80,10,9,DEST,Tramore
START,Waterford,50,1,5,WAYPOINT,R683,50,6,16,WAYPOINT,R710_Right,80,4,2,WAYPOINT,R675,80,10,9,DEST,Tramore
START,Waterford,50,3,8,WAYPOINT,R680,80,5,8,WAYPOINT,R682,80,10,11,DEST,Tramore
